latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
-7.697715,110.37447,210.0,28800,Asia/Singapore,GMT+8

time,temperature_2m_max (°C),temperature_2m_min (°C),apparent_temperature_max (°C),wind_gusts_10m_max (km/h),weather_code (wmo code),precipitation_sum (mm),precipitation_hours (h)
2024-07-15,27.0,18.1,29.3,29.5,3,0.00,0.0
2024-07-16,29.5,19.3,32.6,28.1,3,0.00,0.0
2024-07-17,30.4,18.6,33.4,32.8,3,0.00,0.0
2024-07-18,29.0,19.8,33.0,29.5,3,0.00,0.0
2024-07-19,30.2,18.5,33.8,30.2,3,0.00,0.0
2024-07-20,29.0,18.9,32.2,32.0,2,0.00,0.0
2024-07-21,29.6,18.7,33.2,33.1,3,0.00,0.0
2024-07-22,28.3,18.8,31.0,29.9,3,0.00,0.0
2024-07-23,27.6,19.4,30.7,23.8,3,0.00,0.0
2024-07-24,27.5,19.4,31.4,29.9,51,0.30,3.0
2024-07-25,29.0,19.6,31.9,28.8,3,0.00,0.0
2024-07-26,30.2,19.0,34.4,30.2,2,0.00,0.0
2024-07-27,30.1,19.2,34.0,32.4,3,0.00,0.0
2024-07-28,29.4,20.5,32.7,35.3,51,0.20,2.0
2024-07-29,29.1,19.4,32.4,30.2,51,0.60,6.0
2024-07-30,29.5,21.3,33.1,28.8,51,0.80,6.0
2024-07-31,29.6,19.8,33.6,26.3,61,4.30,5.0
2024-08-01,29.0,21.6,34.0,28.1,63,11.10,19.0
2024-08-02,28.8,22.3,33.9,27.4,61,9.70,20.0
2024-08-03,29.0,21.7,34.0,24.5,53,2.40,11.0
2024-08-04,27.7,21.3,31.7,28.8,53,2.50,11.0
2024-08-05,30.2,19.0,34.3,33.1,3,0.00,0.0
2024-08-06,30.3,18.8,33.5,32.4,3,0.00,0.0
2024-08-07,29.7,19.4,33.2,29.2,51,0.40,3.0
2024-08-08,28.4,20.5,31.8,34.6,61,3.70,7.0
2024-08-09,30.0,21.0,32.7,41.0,3,0.00,0.0
2024-08-10,29.4,20.0,32.2,31.0,51,0.40,3.0
2024-08-11,29.2,19.2,31.8,36.4,51,0.10,1.0
2024-08-12,28.6,16.8,32.0,34.6,3,0.00,0.0
2024-08-13,30.0,17.1,33.4,37.4,3,0.00,0.0
2024-08-14,30.9,18.1,34.5,41.4,3,0.00,0.0
2024-08-15,29.4,17.8,32.4,34.2,3,0.00,0.0
2024-08-16,28.0,17.6,30.1,32.8,3,0.00,0.0
2024-08-17,30.0,18.1,33.7,38.2,1,0.00,0.0
2024-08-18,29.2,18.5,33.2,35.3,3,0.00,0.0
2024-08-19,30.1,18.6,33.7,40.3,3,0.00,0.0
2024-08-20,29.8,19.7,34.3,31.7,3,0.00,0.0
2024-08-21,30.7,19.8,35.0,36.0,3,0.00,0.0
2024-08-22,30.5,18.9,35.0,36.0,3,0.00,0.0
2024-08-23,30.2,19.3,33.5,33.1,3,0.00,0.0
2024-08-24,29.4,21.4,31.3,38.5,53,2.60,7.0
2024-08-25,29.8,20.4,32.7,37.4,51,0.80,3.0
2024-08-26,30.5,19.8,32.9,37.1,3,0.00,0.0
2024-08-27,29.6,19.8,32.1,39.6,51,1.00,6.0
2024-08-28,29.9,20.7,33.7,36.4,51,0.20,2.0
2024-08-29,29.5,21.0,32.1,35.3,51,1.00,7.0
2024-08-30,30.4,20.5,33.9,37.1,51,0.80,8.0
2024-08-31,29.2,20.4,31.8,31.3,51,0.80,8.0
2024-09-01,27.3,20.1,29.8,29.5,51,0.40,3.0
2024-09-02,31.3,20.8,34.8,36.7,51,0.20,2.0
2024-09-03,29.2,20.5,32.2,34.2,51,0.50,5.0
2024-09-04,30.0,20.6,34.4,37.1,51,2.00,12.0
2024-09-05,29.1,22.5,32.0,33.5,61,5.50,12.0
2024-09-06,31.3,22.5,34.5,39.6,51,0.20,2.0
2024-09-07,32.7,20.7,36.2,43.6,51,1.30,8.0
2024-09-08,29.2,21.0,34.0,29.2,65,31.70,15.0
2024-09-09,29.1,21.5,34.7,27.7,61,6.30,13.0
2024-09-10,28.4,21.6,33.3,25.9,63,11.40,13.0
2024-09-11,29.4,22.3,34.7,27.4,61,7.90,11.0
2024-09-12,30.7,21.1,34.5,39.6,51,0.20,2.0
2024-09-13,29.8,19.9,33.0,34.2,53,2.00,9.0
2024-09-14,28.7,19.5,33.0,33.8,55,2.70,7.0
2024-09-15,30.3,20.2,33.1,33.1,51,0.20,2.0
2024-09-16,28.6,20.1,32.1,31.3,51,1.00,7.0
2024-09-17,30.0,19.1,33.6,32.8,51,0.40,3.0
2024-09-18,30.0,17.9,32.9,28.8,51,0.20,2.0
2024-09-19,30.2,18.5,34.8,31.3,3,0.00,0.0
2024-09-20,30.5,19.1,35.2,27.4,3,0.00,0.0
2024-09-21,31.4,19.5,36.9,40.0,3,0.00,0.0
2024-09-22,32.1,21.4,37.8,31.0,51,0.30,3.0
2024-09-23,32.3,22.1,37.0,30.6,53,1.80,4.0
2024-09-24,28.8,22.5,34.9,23.0,63,10.70,12.0
2024-09-25,30.1,22.5,36.5,28.1,63,14.10,6.0
2024-09-26,29.6,22.6,35.1,27.7,55,3.20,7.0
2024-09-27,30.0,22.6,36.1,23.4,61,5.00,7.0
2024-09-28,31.6,22.8,36.7,30.6,51,0.40,4.0
2024-09-29,32.0,21.6,37.6,30.6,51,0.50,4.0
2024-09-30,32.0,21.5,37.0,34.2,63,11.20,10.0
2024-10-01,29.4,21.9,35.3,30.2,63,15.40,14.0
2024-10-02,30.1,21.6,35.1,30.2,61,4.60,11.0
2024-10-03,30.6,21.6,35.9,31.7,51,1.00,9.0
2024-10-04,30.9,21.4,36.4,32.4,51,1.10,6.0
2024-10-05,31.7,21.7,37.7,28.8,61,4.50,6.0
2024-10-06,31.2,22.1,37.8,29.9,51,1.40,9.0
2024-10-07,31.6,21.0,36.5,34.9,61,2.80,6.0
2024-10-08,30.6,23.0,34.3,37.1,51,1.40,9.0
2024-10-09,30.1,23.2,34.9,30.2,51,1.10,9.0
2024-10-10,31.3,22.4,36.8,32.4,61,3.80,10.0
2024-10-11,31.6,21.2,36.6,27.4,53,1.80,5.0
2024-10-12,33.4,22.7,38.7,34.9,63,5.70,6.0
2024-10-13,32.9,22.8,38.8,29.2,53,2.70,8.0
2024-10-14,33.0,22.5,37.1,37.4,51,0.80,6.0
2024-10-15,31.5,21.5,35.6,33.5,53,1.50,9.0
2024-10-16,30.5,19.1,34.6,38.5,3,0.00,0.0
2024-10-17,29.1,20.4,31.8,32.0,51,0.10,1.0
2024-10-18,30.7,20.6,35.2,32.0,63,5.10,3.0
2024-10-19,31.0,21.2,37.6,29.9,61,5.00,11.0
2024-10-20,27.4,22.3,31.9,32.0,65,32.60,11.0
2024-10-21,29.0,21.8,34.7,30.2,63,8.10,8.0
2024-10-22,28.9,22.0,33.9,29.2,61,5.30,10.0
2024-10-23,28.9,22.0,34.0,32.0,51,2.40,15.0
2024-10-24,29.0,21.2,33.8,33.1,53,1.90,14.0
2024-10-25,29.0,21.8,33.8,30.2,61,3.70,12.0
2024-10-26,28.7,22.1,32.8,30.6,53,4.20,19.0
2024-10-27,29.8,22.1,35.3,31.0,55,3.00,11.0
2024-10-28,30.2,22.4,36.1,30.2,53,2.00,6.0
2024-10-29,31.8,22.3,37.0,36.7,51,1.70,7.0
2024-10-30,29.8,22.5,35.4,35.6,61,13.00,21.0
2024-10-31,31.1,22.5,37.8,26.3,63,5.50,9.0
2024-11-01,27.8,22.3,33.2,25.2,65,31.20,14.0
2024-11-02,29.6,22.4,36.6,28.4,63,7.80,8.0
2024-11-03,28.0,21.9,34.4,23.0,65,29.70,10.0
2024-11-04,30.6,22.5,36.1,33.1,63,9.00,10.0
2024-11-05,30.0,22.2,36.6,33.1,63,10.20,7.0
2024-11-06,30.9,21.7,36.9,24.5,51,0.50,4.0
2024-11-07,30.1,21.6,36.7,26.6,61,3.80,8.0
2024-11-08,29.3,23.1,35.7,28.4,63,9.10,8.0
2024-11-09,29.5,23.0,36.9,23.0,63,16.00,15.0
2024-11-10,29.0,22.5,34.6,22.7,63,17.80,23.0
2024-11-11,28.4,22.3,34.5,28.4,65,36.70,16.0
2024-11-12,30.9,22.6,37.8,27.0,63,7.50,10.0
2024-11-13,31.1,23.2,37.5,28.8,61,7.00,10.0
2024-11-14,30.9,23.2,37.5,27.4,63,17.00,10.0
2024-11-15,30.5,22.8,38.0,28.1,63,9.00,7.0
2024-11-16,30.5,22.8,36.6,23.4,63,31.30,22.0
2024-11-17,30.5,22.2,38.3,29.9,65,38.40,13.0
2024-11-18,29.5,23.0,36.3,21.6,63,23.80,14.0
2024-11-19,28.6,23.1,34.7,25.9,63,17.40,15.0
2024-11-20,30.0,22.4,35.9,24.5,65,13.90,10.0
2024-11-21,30.1,22.9,36.1,24.5,63,16.50,7.0
2024-11-22,29.0,22.5,34.6,26.6,65,17.60,15.0
2024-11-23,28.6,22.9,34.4,28.8,65,16.70,13.0
2024-11-24,28.2,23.2,33.5,27.4,61,5.60,13.0
2024-11-25,29.2,23.3,35.0,26.6,61,4.40,7.0
2024-11-26,30.0,23.4,36.4,34.6,61,2.10,7.0
2024-11-27,30.0,23.9,36.2,33.1,63,9.80,12.0
2024-11-28,28.5,23.1,33.2,34.9,63,17.60,17.0
2024-11-29,30.9,23.2,36.9,33.8,51,0.60,2.0
2024-11-30,28.5,24.0,32.8,31.7,63,9.10,16.0
2024-12-01,27.9,23.0,34.1,28.4,63,16.00,11.0
2024-12-02,28.0,23.1,33.3,24.1,63,10.10,15.0
2024-12-03,28.8,22.9,33.9,30.6,65,23.50,16.0
2024-12-04,29.6,23.0,34.0,26.6,65,18.30,9.0
2024-12-05,29.4,23.5,35.2,25.9,63,16.50,14.0
2024-12-06,29.5,23.0,36.2,34.6,63,14.30,13.0
2024-12-07,31.0,23.1,37.1,31.7,63,19.20,16.0
2024-12-08,30.6,22.6,37.0,29.9,63,14.60,14.0
2024-12-09,30.0,23.0,35.7,28.8,61,6.90,13.0
2024-12-10,28.0,23.0,32.4,40.3,65,36.80,21.0
2024-12-11,31.3,22.3,35.2,40.7,63,21.10,16.0
2024-12-12,28.6,23.2,34.3,26.3,63,14.60,15.0
2024-12-13,31.1,23.3,37.6,29.9,65,12.50,13.0
2024-12-14,28.9,22.8,33.3,32.4,63,11.30,15.0
2024-12-15,29.4,22.9,35.3,24.1,63,8.40,15.0
2024-12-16,30.1,22.4,34.0,26.6,61,10.70,17.0
2024-12-17,29.5,23.0,34.2,33.1,65,21.00,17.0
2024-12-18,29.6,22.8,35.0,32.0,55,3.00,12.0
2024-12-19,29.8,23.5,33.8,40.0,53,2.90,8.0
2024-12-20,29.8,22.5,35.5,32.4,61,2.00,6.0
2024-12-21,30.7,22.9,36.9,28.1,63,9.00,6.0
2024-12-22,30.8,23.6,38.2,28.8,65,14.20,10.0
2024-12-23,30.6,23.0,36.9,28.8,63,13.50,5.0
2024-12-24,29.3,22.6,34.6,28.8,63,11.20,12.0
2024-12-25,28.9,22.8,33.6,24.5,63,16.50,13.0
2024-12-26,28.6,22.6,33.3,37.8,55,6.50,16.0
2024-12-27,30.4,23.2,34.2,32.8,51,0.50,2.0
2024-12-28,28.5,23.5,32.5,37.4,63,7.60,13.0
2024-12-29,27.2,23.2,30.4,28.8,53,2.70,15.0
2024-12-30,30.4,22.8,35.5,36.7,55,5.00,10.0
2024-12-31,29.0,22.9,33.6,27.7,63,14.00,10.0
2025-01-01,30.0,22.2,33.8,31.0,63,14.50,16.0
2025-01-02,29.9,23.0,35.5,27.4,53,1.30,5.0
2025-01-03,29.2,22.8,34.0,31.3,51,1.30,7.0
2025-01-04,28.5,22.6,33.6,29.9,63,9.60,9.0
2025-01-05,25.4,22.4,29.8,24.5,63,17.50,15.0
2025-01-06,27.3,21.9,33.0,32.0,61,6.00,12.0
2025-01-07,29.5,22.1,35.6,33.5,63,9.10,11.0
2025-01-08,28.5,21.4,34.3,24.1,61,7.50,16.0
2025-01-09,30.8,22.1,35.4,25.6,51,0.60,3.0
2025-01-10,30.0,22.5,36.4,26.3,61,3.90,10.0
2025-01-11,30.2,22.6,37.4,30.6,55,1.40,4.0
2025-01-12,28.9,23.1,34.0,36.7,63,16.20,12.0
2025-01-13,30.2,22.9,35.6,28.4,55,6.70,13.0
2025-01-14,29.6,23.2,35.0,29.9,65,17.00,12.0
2025-01-15,28.5,22.5,33.8,23.4,63,7.30,10.0
2025-01-16,30.9,23.5,35.3,35.3,53,0.90,4.0
2025-01-17,30.9,23.5,35.4,31.7,61,5.10,8.0
2025-01-18,29.0,22.6,31.8,41.8,53,0.90,4.0
2025-01-19,29.5,22.9,33.9,37.8,63,18.90,8.0
2025-01-20,27.4,22.7,32.3,29.9,63,23.40,20.0
2025-01-21,30.5,22.5,37.0,25.9,63,11.90,13.0
2025-01-22,28.1,23.4,34.9,27.4,63,11.90,9.0
2025-01-23,29.0,22.9,33.0,26.6,61,3.70,10.0
2025-01-24,27.8,22.7,33.6,31.0,65,24.00,19.0
2025-01-25,29.1,22.4,34.8,27.4,63,6.50,6.0
2025-01-26,29.1,22.6,35.0,29.9,63,9.60,9.0
2025-01-27,26.5,21.9,30.4,32.8,63,22.00,15.0
2025-01-28,30.5,22.8,34.5,25.6,55,4.20,11.0
2025-01-29,29.5,22.3,34.9,33.1,61,6.80,9.0
2025-01-30,29.5,22.6,32.7,31.7,51,0.30,2.0
2025-01-31,31.8,22.0,37.2,25.2,51,0.30,2.0
2025-02-01,30.9,23.0,35.5,20.9,51,0.40,3.0
2025-02-02,30.8,22.9,37.3,28.1,53,1.20,5.0
2025-02-03,31.1,23.2,35.0,36.7,53,1.70,3.0
2025-02-04,32.2,24.6,35.7,32.8,51,0.50,2.0
2025-02-05,33.0,22.4,37.3,39.6,53,1.60,4.0
2025-02-06,31.8,23.5,36.9,31.3,61,2.10,5.0
2025-02-07,31.5,23.1,37.3,28.4,63,7.30,10.0
2025-02-08,30.9,23.0,37.4,28.1,63,12.60,3.0
2025-02-09,29.6,22.6,36.1,33.8,63,6.80,11.0
2025-02-10,29.6,22.2,35.0,36.4,53,1.60,8.0
2025-02-11,31.1,23.5,35.1,32.8,3,0.00,0.0
2025-02-12,28.8,23.4,32.5,36.4,63,4.70,5.0
2025-02-13,28.6,23.7,33.7,34.9,53,1.70,6.0
2025-02-14,30.5,22.3,36.6,30.6,63,25.10,12.0
2025-02-15,30.1,22.4,37.1,29.5,63,20.30,13.0
2025-02-16,29.6,21.9,36.9,24.8,65,27.00,15.0
2025-02-17,28.1,22.1,33.1,28.8,63,18.50,21.0
2025-02-18,29.4,22.5,34.5,23.8,63,6.50,11.0
2025-02-19,28.6,22.1,36.0,33.1,63,16.90,16.0
2025-02-20,28.6,22.3,35.8,27.4,63,10.80,12.0
2025-02-21,30.7,22.7,36.5,31.3,63,7.40,7.0
2025-02-22,30.3,22.3,36.9,29.9,63,9.30,7.0
2025-02-23,28.2,22.1,35.7,22.0,65,20.50,14.0
2025-02-24,29.0,22.5,35.6,20.9,65,24.80,15.0
2025-02-25,29.0,22.5,35.6,32.8,63,19.30,21.0
2025-02-26,28.0,22.9,33.6,28.4,63,13.50,16.0
2025-02-27,28.8,22.2,34.9,24.5,65,25.70,13.0
2025-02-28,29.5,22.6,35.4,27.0,55,2.80,10.0
2025-03-01,29.7,23.1,35.8,28.4,63,9.60,10.0
2025-03-02,29.8,23.2,35.8,27.4,63,9.60,9.0
2025-03-03,29.9,23.0,36.2,25.9,63,6.90,14.0
2025-03-04,29.8,22.7,36.7,25.2,65,21.40,10.0
2025-03-05,31.8,22.5,38.2,30.2,61,2.30,6.0
2025-03-06,30.2,23.2,36.9,24.1,63,15.80,9.0
2025-03-07,29.1,22.5,35.4,31.7,63,11.00,13.0
2025-03-08,29.2,22.6,35.2,26.6,63,16.10,10.0
2025-03-09,30.1,22.4,36.8,25.6,63,12.20,11.0
2025-03-10,28.1,22.5,34.1,29.5,65,22.60,16.0
2025-03-11,29.7,23.1,36.6,18.0,63,9.80,7.0
2025-03-12,29.5,23.0,36.4,25.9,63,10.00,13.0
2025-03-13,31.2,23.5,37.7,24.1,63,5.50,5.0
2025-03-14,30.0,22.6,36.8,27.7,65,10.00,10.0
2025-03-15,30.5,23.0,36.0,33.1,63,15.00,10.0
2025-03-16,28.4,22.8,31.5,31.0,61,2.30,4.0
2025-03-17,28.8,22.9,34.6,24.1,63,10.50,13.0
2025-03-18,29.0,22.8,35.1,33.1,63,7.30,7.0
2025-03-19,26.5,22.6,31.8,25.2,65,25.70,11.0
2025-03-20,31.4,23.5,35.0,40.0,3,0.00,0.0
2025-03-21,31.8,23.9,37.5,33.8,51,0.20,2.0
2025-03-22,29.0,23.2,33.8,43.2,63,10.00,9.0
2025-03-23,31.6,23.7,35.5,26.3,3,0.00,0.0
2025-03-24,30.8,23.5,37.1,29.9,61,3.60,7.0
2025-03-25,32.2,22.9,37.9,25.9,55,3.70,10.0
2025-03-26,31.2,23.2,37.5,28.1,63,3.80,4.0
2025-03-27,32.2,23.6,39.0,25.2,63,8.20,9.0
2025-03-28,28.4,22.7,34.2,29.2,65,42.10,15.0
2025-03-29,28.9,22.7,33.3,35.6,61,9.00,18.0
2025-03-30,29.5,23.0,33.5,26.6,55,3.70,8.0
2025-03-31,30.1,22.8,37.0,28.8,55,2.10,6.0
2025-04-01,29.8,22.1,36.8,26.6,61,4.70,3.0
2025-04-02,29.1,22.9,35.4,29.5,65,16.60,10.0
2025-04-03,28.6,23.0,34.1,28.1,65,27.40,20.0
2025-04-04,29.0,22.8,34.9,25.9,61,2.20,6.0
2025-04-05,30.2,22.9,35.8,24.5,51,0.60,5.0
2025-04-06,30.1,21.7,35.9,27.0,3,0.00,0.0
2025-04-07,29.5,21.5,35.1,29.2,55,2.40,8.0
2025-04-08,30.4,21.4,36.7,24.5,63,11.20,13.0
2025-04-09,31.5,23.2,38.2,25.6,61,3.50,4.0
2025-04-10,28.6,23.0,34.2,22.0,65,21.40,11.0
2025-04-11,28.5,22.5,33.8,25.6,63,13.20,14.0
2025-04-12,29.0,23.0,36.0,31.0,65,34.60,13.0
2025-04-13,30.8,22.9,37.0,33.8,65,49.60,14.0
2025-04-14,28.4,22.2,33.7,21.6,61,3.10,11.0
2025-04-15,29.1,22.9,34.4,24.5,3,0.00,0.0
2025-04-16,30.0,23.5,36.6,23.8,61,2.60,3.0
2025-04-17,28.5,23.5,33.8,22.7,63,7.50,9.0
2025-04-18,28.5,23.1,34.4,25.9,65,18.90,13.0
2025-04-19,29.4,22.7,35.3,26.3,63,9.80,12.0
2025-04-20,28.4,21.8,34.3,33.1,63,6.00,10.0
2025-04-21,30.0,23.1,35.9,30.2,53,2.00,6.0
2025-04-22,28.3,22.8,33.7,27.0,63,4.20,13.0
2025-04-23,28.5,22.5,33.3,26.6,53,2.60,9.0
2025-04-24,29.0,22.5,34.0,23.4,51,0.70,4.0
2025-04-25,29.1,23.3,35.1,23.4,53,1.40,7.0
2025-04-26,29.6,22.4,35.6,29.5,61,4.10,7.0
2025-04-27,29.6,21.5,34.1,27.0,51,0.10,1.0
2025-04-28,30.6,21.0,35.1,31.7,3,0.00,0.0
2025-04-29,29.1,21.2,32.7,33.1,51,2.10,10.0
2025-04-30,30.0,21.4,34.3,32.8,51,0.60,5.0
2025-05-01,29.6,22.8,35.0,30.6,63,10.40,9.0
2025-05-02,26.9,22.4,32.5,21.2,65,42.40,15.0
2025-05-03,28.0,22.4,33.9,23.0,63,12.30,14.0
2025-05-04,29.5,22.7,36.3,27.7,63,8.60,8.0
2025-05-05,30.2,23.4,37.4,24.8,63,10.60,8.0
2025-05-06,30.1,22.6,35.7,33.8,65,21.80,13.0
2025-05-07,28.3,23.5,33.9,30.6,65,12.40,11.0
2025-05-08,28.0,23.0,34.3,20.2,61,6.30,10.0
2025-05-09,30.0,22.2,36.5,31.7,65,29.20,20.0
2025-05-10,29.8,22.4,35.5,29.2,63,11.80,8.0
2025-05-11,29.7,23.0,35.7,26.6,63,6.90,7.0
2025-05-12,30.1,22.5,36.6,24.5,63,9.00,8.0
2025-05-13,29.1,23.1,35.0,23.0,65,20.00,14.0
2025-05-14,29.3,22.9,34.2,25.2,63,14.10,13.0
2025-05-15,29.2,22.1,34.9,34.2,63,17.10,8.0
2025-05-16,28.6,22.7,34.5,22.7,63,7.80,14.0
2025-05-17,28.5,22.8,34.0,31.3,61,5.90,12.0
2025-05-18,29.1,22.5,34.7,23.8,65,18.40,10.0
2025-05-19,27.7,22.6,33.0,23.0,63,15.80,18.0
2025-05-20,29.0,23.0,34.1,28.8,63,18.60,18.0
2025-05-21,29.2,23.4,33.5,32.8,65,21.80,15.0
2025-05-22,26.8,23.0,32.2,19.1,65,37.10,16.0
2025-05-23,27.5,22.0,34.1,19.1,63,33.50,21.0
2025-05-24,28.8,22.8,34.3,19.8,61,7.90,19.0
2025-05-25,28.5,22.5,34.8,25.9,63,7.60,11.0
2025-05-26,28.0,22.5,33.6,20.5,63,7.80,10.0
2025-05-27,29.6,23.0,35.6,25.9,53,1.60,4.0
2025-05-28,29.6,22.5,35.6,26.3,53,1.70,6.0
2025-05-29,29.5,22.8,35.0,27.7,51,0.20,2.0
2025-05-30,29.7,21.5,35.4,24.1,51,0.40,2.0
2025-05-31,29.5,23.0,35.8,29.2,63,13.30,11.0
2025-06-01,29.7,22.4,34.4,22.7,51,0.90,5.0
2025-06-02,30.1,22.1,35.3,19.4,51,0.20,2.0
2025-06-03,30.2,22.2,35.8,23.0,51,1.00,5.0
2025-06-04,30.0,22.2,36.4,27.4,63,18.80,10.0
2025-06-05,28.9,22.5,34.4,25.2,61,5.70,11.0
2025-06-06,30.4,20.5,34.7,22.0,53,1.30,4.0
2025-06-07,30.0,22.3,34.6,30.2,51,0.20,2.0
2025-06-08,28.4,22.0,33.4,29.5,63,26.50,13.0
2025-06-09,27.6,23.4,31.7,27.7,53,1.00,5.0
2025-06-10,27.1,22.5,32.3,18.4,63,17.90,14.0
2025-06-11,28.5,22.1,33.6,28.4,63,17.80,17.0
2025-06-12,30.2,21.7,33.8,31.3,3,0.00,0.0
2025-06-13,30.0,21.4,35.4,29.2,61,2.10,4.0
2025-06-14,30.0,22.8,36.1,24.8,65,23.70,11.0
2025-06-15,30.2,21.6,35.6,24.5,61,8.10,12.0
2025-06-16,30.2,22.6,35.5,25.9,63,6.30,10.0
2025-06-17,29.5,22.8,34.3,23.4,61,2.40,5.0
2025-06-18,29.5,21.8,33.8,24.8,3,0.00,0.0
2025-06-19,27.8,19.8,31.7,22.0,3,0.00,0.0
2025-06-20,27.5,22.0,30.9,22.7,51,0.70,6.0
2025-06-21,29.0,22.5,33.7,27.4,65,30.40,15.0
2025-06-22,28.5,22.1,33.6,28.4,65,25.80,10.0
2025-06-23,29.7,21.9,33.8,32.4,55,3.10,8.0
2025-06-24,29.7,20.9,34.4,20.9,51,1.30,7.0
2025-06-25,28.4,22.7,32.7,25.9,53,3.10,12.0
2025-06-26,29.3,22.2,32.8,30.2,51,0.30,3.0
2025-06-27,29.5,21.9,34.5,27.4,61,7.10,14.0
2025-06-28,28.5,22.0,32.7,25.6,65,30.10,11.0
2025-06-29,29.7,21.2,34.4,28.4,63,13.50,7.0
2025-06-30,30.4,21.9,33.1,34.9,51,0.20,2.0
2025-07-01,30.8,22.0,34.5,21.6,61,2.00,4.0
2025-07-02,30.2,22.3,34.3,28.1,51,0.60,4.0
2025-07-03,29.1,21.9,33.8,21.6,61,3.30,6.0
2025-07-04,26.9,21.4,30.5,28.1,63,9.80,12.0
2025-07-05,28.3,21.6,32.3,28.1,63,7.50,7.0
2025-07-06,28.3,22.0,32.9,23.0,63,5.00,6.0
2025-07-07,29.6,21.6,34.8,28.4,63,12.30,11.0
2025-07-08,29.0,21.6,33.3,34.6,51,0.30,3.0
2025-07-09,27.0,20.5,29.1,32.0,51,1.20,8.0
2025-07-10,27.9,18.8,31.3,23.0,2,0.00,0.0
2025-07-11,28.0,18.8,31.0,26.6,3,0.00,0.0
2025-07-12,29.5,18.6,32.8,29.5,51,0.10,1.0
2025-07-13,28.5,20.8,33.1,26.3,63,10.40,9.0
2025-07-14,28.9,22.1,32.5,35.6,51,0.10,1.0
2025-07-15,28.0,21.8,31.7,27.0,61,6.00,14.0
2025-07-16,28.0,22.0,30.5,33.1,61,7.00,12.0
2025-07-17,28.6,20.7,32.9,25.9,51,0.20,2.0
2025-07-18,27.5,21.5,30.8,23.0,3,0.00,0.0
2025-07-19,28.0,18.8,32.2,28.1,3,0.00,0.0
2025-07-20,28.3,17.9,31.7,30.6,3,0.00,0.0
2025-07-21,28.2,17.9,30.6,28.8,1,0.00,0.0
2025-07-22,29.1,17.9,32.6,36.7,53,1.20,4.0
2025-07-23,29.0,20.1,32.3,31.0,53,2.40,7.0
2025-07-24,28.1,21.7,31.4,29.2,51,0.80,6.0
2025-07-25,28.6,21.8,32.4,27.7,51,0.90,7.0
2025-07-26,29.9,21.8,34.5,34.9,51,1.20,9.0
2025-07-27,30.0,21.4,36.2,25.9,63,5.00,8.0
2025-07-28,28.1,22.2,31.8,29.5,63,15.20,21.0
2025-07-29,27.1,22.3,29.6,37.1,55,7.10,19.0
2025-07-30,26.6,22.2,29.1,33.1,61,7.50,15.0
2025-07-31,29.5,21.4,34.4,29.2,53,1.70,6.0
2025-08-01,30.5,20.8,34.2,31.3,51,0.10,1.0
2025-08-02,31.2,20.2,36.2,27.7,53,2.10,6.0
2025-08-03,30.0,21.8,36.2,30.6,63,8.90,10.0
2025-08-04,29.9,21.5,35.5,27.0,65,21.90,9.0
2025-08-05,29.6,21.5,33.5,28.4,63,14.00,11.0
2025-08-06,29.6,21.2,34.6,29.5,2,0.00,0.0
2025-08-07,30.2,20.5,34.5,27.7,3,0.00,0.0
2025-08-08,30.2,22.5,35.2,23.0,51,0.70,7.0
2025-08-09,30.0,22.2,35.2,26.3,63,3.50,8.0
2025-08-10,28.9,22.9,33.6,30.2,55,7.30,20.0
2025-08-11,29.1,21.9,33.7,29.2,63,10.90,9.0
2025-08-12,29.1,21.9,33.2,30.6,55,4.70,9.0
2025-08-13,29.8,21.6,34.2,27.0,61,5.10,10.0
2025-08-14,28.6,21.3,30.1,38.5,3,0.00,0.0
2025-08-15,27.9,18.5,30.1,30.2,51,0.50,2.0
2025-08-16,31.1,20.5,33.4,30.6,3,0.00,0.0
2025-08-17,32.0,20.7,34.3,29.5,3,0.00,0.0
2025-08-18,31.8,21.4,35.5,31.0,61,4.70,5.0
2025-08-19,27.5,21.8,32.4,25.2,65,48.90,16.0
2025-08-20,29.2,22.5,33.5,23.8,53,2.00,10.0
2025-08-21,29.4,21.0,35.0,29.2,55,3.70,10.0
2025-08-22,29.6,21.6,35.5,23.8,55,3.80,9.0
2025-08-23,31.0,21.8,36.3,29.2,53,3.70,12.0
2025-08-24,29.6,21.4,34.5,31.3,53,2.20,10.0
2025-08-25,29.2,20.9,33.5,30.6,51,0.10,1.0
2025-08-26,29.7,20.3,33.3,31.7,3,0.00,0.0
2025-08-27,28.0,19.4,31.9,37.1,63,17.60,13.0
2025-08-28,25.9,21.6,28.5,36.7,61,13.80,22.0
2025-08-29,26.1,21.6,28.9,33.8,61,11.40,22.0
2025-08-30,28.1,21.8,31.3,28.8,55,6.50,15.0
2025-08-31,30.5,21.5,34.4,41.0,53,1.80,8.0
2025-09-01,30.5,21.0,34.3,34.6,3,0.00,0.0
2025-09-02,32.8,20.9,35.8,41.0,63,7.00,4.0
2025-09-03,33.1,21.0,36.0,34.9,61,1.90,2.0
2025-09-04,31.4,21.8,35.8,37.4,53,2.60,7.0
2025-09-05,29.6,21.6,34.0,30.2,51,0.20,2.0
2025-09-06,28.1,21.2,30.0,34.9,51,2.20,9.0
